EngineID,Samples,MinCycle,MaxCycle,AvgAltitude,AvgRPM,AvgFuelFlow,AvgThrust,AvgTSFC,AvgHealth
33,300,1,300,5733.81629016734,54921.89206298271,1.1195216004212447,48993.491378082435,0.02199616598288324,0.9304343717583822
34,300,1,300,5881.203339108888,55559.99966775751,1.0434873611196858,46616.77801610106,0.021278563320236612,0.9316179097955785
35,300,1,300,5844.5336947947535,55294.88437278353,1.0599467483774239,46723.620521452525,0.02170725016198151,0.9191356110971943
36,300,1,300,5629.5148429037135,55208.10578077935,1.10892074138896,48822.36236222545,0.021962370447187202,0.9342858424143712
37,300,1,300,6005.025017423986,54818.932080182014,1.1138444271585968,48359.36074966587,0.022447238566655453,0.9175906628547221
38,300,1,300,6210.473449628178,54557.22319788232,1.0430216085378177,45958.706318899014,0.021805380731069704,0.9409890939670718
39,300,1,300,5828.9808473452695,54218.54539491288,1.0543752333010847,47034.941219907596,0.02156478146177147,0.928929684853675
40,300,1,300,5879.66767687736,53730.520756032085,1.1295287150415119,48782.31741333964,0.02232110354549116,0.947890502464774
41,300,1,300,6076.014659945638,56799.89859406741,1.0962495233646192,49151.194225531166,0.02155344517717605,0.9239429072962245
42,300,1,300,5937.732547602207,55043.86424636634,1.0859846957843915,46864.01275281342,0.02216329247796433,0.9263565673570852
43,300,1,300,5784.1310273895015,57690.248235013285,1.039188797633281,47692.4314047221,0.020799447318458668,0.9205463413973576
44,300,1,300,5984.476678268759,55138.15067287217,1.114427970640405,48834.7384328463,0.022021430648450916,0.9280513171356785
45,300,1,300,6224.218871828019,55785.13086664188,1.0325681115827736,47104.65537118772,0.021097089127467356,0.9360281488910787
46,300,1,300,5832.015836997493,54993.485236552224,1.1161385411929539,48756.930006311406,0.022279755104075743,0.9211944593761653
47,300,1,300,5712.689891259561,56027.547418422,1.0984907850134649,48379.27049551233,0.021835993600576562,0.9210622205910043
48,300,1,300,5974.558954182926,55316.78639814287,1.1641061619016504,50676.94373137667,0.0223743786879868,0.9386292707115788
49,300,1,300,5945.857573762105,54253.34268051396,1.0855424479198759,47292.16771069629,0.02210225678672178,0.9469100024642819
50,300,1,300,6097.774086571976,55196.770370454135,1.1129789848568308,48685.558590962166,0.021997083256418117,0.9251719590608288
51,300,1,300,5888.880550555522,54471.56799735116,1.0728997987304263,47725.31673857809,0.021659216454221298,0.9361127540596955
52,300,1,300,5850.524662848934,54475.10370863807,1.0956941684786372,48260.51452537836,0.02190616063315616,0.9405700449629216
53,300,1,300,5708.450114175374,55833.04264683254,1.104730418462567,49244.522365151155,0.021733158935343243,0.9401387901435383
54,300,1,300,5937.560579272085,56361.9239204304,1.0747004718302735,48448.86754943026,0.021482545284520628,0.9390117822486521
55,300,1,300,5929.945841885688,55095.56381088962,1.0777752206587956,48217.86596291805,0.021569450510311457,0.938916948617239
56,300,1,300,6308.965444551811,55656.22374991557,1.0970820207236966,48010.44802546232,0.02199398591405966,0.9355288862471808
57,300,1,300,6144.0356310889065,56754.39610929472,1.0758808353914655,48309.01110809958,0.021331922898178392,0.9450232280635205
58,300,1,300,6122.068747657077,55394.75016270172,1.12424224937796,48770.14604307468,0.02216765781408734,0.934388177319108
59,300,1,300,6126.35806153764,54692.968689948655,1.0758694211474398,46629.98773078741,0.022222021200565285,0.9323948647337329
60,300,1,300,5712.974475270854,56508.5969906801,1.1168186826721145,49496.099460440455,0.021891993492039186,0.9258347204480318
61,300,1,300,6408.071121448224,55770.11335209203,1.087405415980149,48433.16199218607,0.02182150379755395,0.9250998863704839
62,300,1,300,5975.258712941975,55723.08094750753,1.1498755972670511,49736.75328395761,0.022275216162133824,0.9293045156924273
63,300,1,300,6227.898531716488,55402.382449319986,1.0887622573217266,48267.40808490438,0.021836412285086104,0.9246147249454583
64,300,1,300,5955.6548032927985,56393.15328369734,1.0602792578345586,47411.818739354705,0.02158790663733911,0.9158172954176141
65,300,1,300,6592.2544255032,54824.3675486119,1.1166444406816145,48868.518402355374,0.022204756679705385,0.9455622290679704
66,300,1,300,5942.1870067743685,54042.261412117485,1.1032791498808316,48457.44587630267,0.021927493462625184,0.9418564018549834
67,300,1,300,6022.332528170084,54059.44687502503,1.113371808713159,47867.605921479095,0.02239254832711504,0.9193711337142672
68,300,1,300,6209.824919600311,55434.43250992049,1.0701024932351257,47074.46428443373,0.021984236727647176,0.9201010959657665
69,300,1,300,5976.465913319603,56150.4787400649,1.06266098489891,48224.15960957366,0.021280645642161956,0.9427154382469719
70,300,1,300,6092.171640692951,54645.9522680509,1.0815534060320877,47804.94024320385,0.021881667619503928,0.9448470978093592
71,300,1,300,5804.078089852907,53396.80030736815,1.0942523671628992,47078.08783132143,0.02239787739971869,0.9201515910239215
72,300,1,300,5946.602693119682,55791.517346219065,1.1605077913565511,50008.038628720744,0.022454052031606466,0.932307407407698
73,300,1,300,5951.186857326673,56029.12000485219,1.1143119614679358,48493.20883604114,0.0220545999555006,0.9149613100553534
74,300,1,300,5600.55067288661,54279.39091397887,1.0801839353467972,46977.54353603419,0.02220997872560021,0.9258740722127553
75,300,1,300,5656.283433331348,54326.1013658949,1.1582878246176662,49666.426364815685,0.022481465988625816,0.9424028701050511
76,300,1,300,5993.017601728573,54915.659968840635,1.0990288005181958,48282.13611647146,0.022056991852329202,0.935687042216394
77,300,1,300,5762.591793264355,55078.25303864722,1.1257172421122799,48762.40841885405,0.022341863218868135,0.9366598582798855
78,300,1,300,6093.082866941938,54224.645591492605,1.1235326581691416,48469.301536639345,0.02232480180048272,0.9339643410473495
79,300,1,300,6158.838532046157,53814.33991188267,1.0720245039487946,47357.435594239825,0.021714989716528067,0.9445969583878557
80,300,1,300,5704.33744342473,55704.77128865288,1.121253875986876,49551.46560099544,0.021915632391507418,0.9237365382709993
81,300,1,300,5996.239995002643,55867.11747063747,1.1119250786751296,48608.08039535093,0.022101485860136945,0.9279925989040713
82,300,1,300,5909.791253163218,54946.50870247717,1.0424860723410099,46630.88414439695,0.021410977026056734,0.9444700474001689
83,300,1,300,6340.4585934025245,55362.40199093692,1.121138478424196,49273.23571878934,0.021984923797825046,0.9371165355621378
84,300,1,300,6102.333499327683,55599.57748410764,1.1136901840169398,48974.05265510892,0.022066213645713432,0.9333826927491897
85,300,1,300,6028.746759929028,57163.76780035652,1.100236522148237,50088.84554018652,0.021291546698857647,0.9440652866703683
86,300,1,300,5816.316208034855,55923.05370812956,1.0755565192165681,47804.28767080375,0.021609637780425503,0.9345378586042724
87,300,1,300,6138.767255248177,55830.90903035454,1.0766077592941785,47670.051622402854,0.021792136213259542,0.9463451181098713
88,300,1,300,5774.243713266115,55189.44902766148,1.068053892094571,47151.39911419611,0.021844922963068843,0.9330604118938527
89,300,1,300,6107.430758489247,55711.30131037318,1.0861804515463482,48382.89347599508,0.021565098048727235,0.9433251347375853
90,300,1,300,6024.64974415579,53814.08079370155,1.1189916327864557,47581.69441331193,0.02286480413033604,0.9217272907175694
91,300,1,300,6101.057405428086,54322.20525948453,1.078213814149253,47470.971196664934,0.021926132277650615,0.9354061468340213
92,300,1,300,6194.567707472998,55334.917185898514,1.1154906613675097,49599.24383265261,0.021843373070907352,0.9357667991305938
93,300,1,300,5949.076286952103,54356.97245372985,1.0823400009976865,47060.79801812274,0.022283286184336493,0.9124045951723989
94,300,1,300,5828.4432006798215,55115.391018970484,1.1173900709505447,49216.048943388414,0.02188692546746983,0.9297850601822286
95,300,1,300,5998.611456016393,55622.22075703023,1.1004949601819638,48746.05177876042,0.021800447182271195,0.9385974446834969
96,300,1,300,5735.079226725356,54612.0298375069,1.130338288453884,48667.09195826082,0.022423595241363576,0.9309958567478847
97,300,1,300,5864.610345884115,54881.06003025751,1.0867008942670526,47352.12904986403,0.022115082914488562,0.9307801834785444
98,300,1,300,5934.353431489376,56168.55280961891,1.1061315950010422,48541.295987901765,0.021843201140338456,0.9184350721805483
99,300,1,300,5742.934611498771,54564.57242249221,1.0971404919019812,48435.601208389184,0.021835996715113187,0.9487208565076612
100,300,1,300,6177.957251592102,54865.77550525583,1.0793335349878168,47741.66817744315,0.021772372774368245,0.9342459070246474
